lööd see see sideme `kinni;2
`audub ärä;2
`külma käind;2
`kat'ki leigatta;2
`koltsus ja `kaltsus;2
`korjama nüid õmad `karttul'id ärä;2
*kinni *kierada;2
läind ta `pöösast läbi;2
s=sai sääl ära `saettud;2
`alla=tuule;2
tõmmat'ti siit seasi neist nugadest läbi;2
vötsid keik `minna;2
tömmetti `sirge;2
pillut'ti ülesse;2
*an'dis tuult;2
panevad pahast;2
veo jäoks;2
nagu vanad paganad;2
*keige vanemb;2
`oitti `kinne;2
jahvadasime `katti;2
jõulune aig;2
toro möda;2
*mõtlesin järele;2
kanade kallal;2
`väl'la ei sua;2
lahti kukkuma;2
*saime aru;2
*kokku *pandu;2
ilma et=ta `kinni=i akkand;2
luges `ette;2
meelest läind;2
ei (.) *võettud puteli *vasta;2
pan'id tangud `likku;2
ööb üles;2
`jäätti `ikke `inge;2
`pandud jahh `juure;2
`korda `siadma;2
kasvattasid üles;2
`ütles nad siis nohh `kirkkus maha;2
pidet'ti sii jutt ärä;2
tagasi tuleb;2
`jäetti `kinni;2
kokku lappittud;2
lased jälle maha;2
n'äppu vahel;2
`lahti `vötnud;2
`vaeva `nähtud;2
tulid `alla;2
tuu kaus'i=`korjamisess=ja (.);2
kisut't'i läb'i;2
maa lasen;2
ehittand üless;2
küla sies;2
vau=pält;2
kõge lähembäl;2
rihalise ots;2
kolme+gümne `aastane;2
viind `väl'ja;2
`ette `vööttut;2
`kinni `oittud;2
poomi `takka;2
kaabi `kokku;2
`aet'ti rihaga `kokku;2
talu+meeste pealt;2
`tömbasid see kä- kännu `väl'ja;2
`kokku `panna;2
pannakse `jälle põhod `alla;2
`seitsme `aastaselt;2
`tungis ka `aeda `sisse;2
`ümmer köisid;2
tule `meele;2
üle `astuvad;2
kellä kattõ+`tõiskuni;2
pane isi lammastele `ette;2
läksin mehele;2
sidusid selle `kinni;2
*keige vanema;2
maha ise `eitta;2
tuli *kätte;2
`kor'jab matterjali `kokko;2
??;2
läbi ei `saangi;2
aru (.) aru `saama;2
ävitta ära;2
katte+`gümne+nel'lä `aastan;2
tuli `seukke tueu pähä;2
isa=käst;2
ühe+dese `kõrvas;2
`äkki tullud `miilde;2
põlened tuppa;2
lõid `väikkest `kerged `tentsu;2
pan'ni=pial;2
pähä panna;2
nel'i viis+sada;2
vanast piast;2
maa `peale;2
`viska suu pialt maha;2
`võtten üits+kõrd `kätte;2
paljuks panema;2
`töstas seda `ikka üles;2
sõid selle leevä ärä;2
künd üless;2
`ästi saime me läbi;2
imeks `pannes;2
lammuttasi `koorma maha;2
läks jälle=sialt kattusest `välja;2
läbi lue;2
`pan'tti tul'i `piale;2
ol'i+gi puhas;2
joost möda `kandu `alla;2
pane `siija maha;2
onn ta sull kallal kohe;2
`seisis paigal;2
`einä tegemä;2
`tappa and;2
pudro jaoks;2
`laskand `sönna maha;2
läind `sisse;2
üle astuttakse;2
aavad `juttu;2
saad vanad inimessi aru;2
pane ku- kuuse+deivas maha;2
leis vao üles;2
jäänd mool muud järel;2
maha `las'sin;2
metsad on täis;2
`an'niva `tappa;2
sadas `piale;2
istel (.) istel ol'l'iq (.) `soldan'iq;2
millega tul'i üless `võettass;2
aea `ääre;2
`meeli tulettada;2
kodaratte `otsa;2
`vöötti üle;2
ütteseme tuhantte ja viije;2
veereb `rin'gi=ja;2
akkad `pihta;2
koppelde või niukkese (.) `ääres;2
*jättame liha maha;2
`sisse minema;2
ühes `kohtas;2
läind vell `luukki `kinni `pandma;2
`väl'la `lastud;2
jala=alt;2
panen selle rät'tikku `ümber;2
lähed ju edasi;2
pühi=`aigo;2
lõi täis;2
vahettab `ümber;2
kujutti `ette;2
`välla teind;2
keerattakse `kokku;2
põhja `piale;2
mädanes ära;2
jäi `sinna `peale;2
suladan ära;2
vil'ja `juures;2
kamina `alla;2
`ette panema;2
kirjuttas mind `väl'ja;2
*sorme *pikkust;2
puu=`alla;2
`lükkas jälle mulla (.) serväd maha;2
`peale panid;2
tie ülesse;2
kige noorep;2
püstetti `sinna läbi;2
aagi taha;2
`pandi `sinna `sisse;2
`võtsid `lahti;2
ei puttu tõsõ nii kokku;2
`ette tulematta;2
kahessa+gümmend+üks või kaks;2
`kal'li inna=eest;2
an'n'iq=kanakkõsõlõ (.) `hirmu kõvõstõ;2
maha teind;2
viis kuus+*kümme;2
*vottas *kinni;2
*aeru ja *purje+*paadid;2
tulime väravast `sisse;2
*vottand *vasta;2
`keerab `ümmer;2
ss=ol'liva jao `luitsa;2
